epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.9335710056072276,0.24664499929442596,1e-04,0.9473209901381348,0.19531398539172332
1,0.949528083052981,0.18672303768158435,1e-04,0.9497604443508749,0.18824597566220483
2,0.9537370477624585,0.16964134169937872,1e-04,0.9523725266292588,0.17811576809626395
3,0.9563814602808972,0.1579403746404346,1e-04,0.9559039059628993,0.16217862944660016
4,0.9586531855045278,0.14885369206110557,1e-04,0.9528633296370863,0.16645451185710408
5,0.9603965212557342,0.14075247886589035,1e-04,0.9562464969405386,0.1601380047983567
6,0.9619325497724931,0.13453642952302552,1e-04,0.956816250816775,0.15705096059045193
7,0.9634598724241421,0.12782559805815874,1e-04,0.956171516882458,0.16268639074840907
8,0.9646188798997576,0.12305116868809278,1e-04,0.9582685202152161,0.15262259773219214
9,0.9655487395316147,0.11918186112855873,1e-04,0.9581998076776446,0.152213660634289
10,0.9665793237055207,0.11520790470053423,1e-04,0.9514237957545078,0.1798234586701436
11,0.9673879334019391,0.11164931821133946,1e-04,0.9589955201771775,0.14793988358106833
12,0.9681272846993562,0.108683016467742,1e-04,0.9585946995025856,0.14992027818146397
13,0.9688859376457604,0.10579554152524355,1e-04,0.9574995848794996,0.15646287581975296
14,0.9712734397304881,0.09659810146280218,5e-05,0.960460592986104,0.14241973858174392
15,0.9724073279551547,0.09197924650579861,5e-05,0.9607669031869617,0.14235805600495305
16,0.9731269413148141,0.08933599761469299,5e-05,0.960131028208395,0.14421012920372983
17,0.9744191684762706,0.08440764279933514,2.5e-05,0.9607428550007099,0.1426442655347518
18,0.9750788796655027,0.08196439055798804,2.5e-05,0.9606903374551657,0.14188865873060102
19,0.9754611576565952,0.08032555917893863,2.5e-05,0.9611510040158645,0.14045454221494413
20,0.9759924581393677,0.07854787499239817,2.5e-05,0.9605091152673704,0.14450144559768952
21,0.9763062729625788,0.07722543334830233,2.5e-05,0.9610043308908419,0.14162068593418847
22,0.9769287060954581,0.07516328096686828,1.25e-05,0.9612333864003331,0.14042678514007081
23,0.9772832907333416,0.07370890767949197,1.25e-05,0.9609251599368878,0.14159267088946173
24,0.9775770403353793,0.0728136356516191,6.25e-06,0.9612847450128937,0.14117891508584485
25,0.9777735848394736,0.07191320368544347,6.25e-06,0.9611549544429494,0.14165272970023682
26,0.9779353120247979,0.07150237988183958,3.125e-06,0.9613406792773326,0.14073927140426065
